#x1 y1 z1 m1 x2 y2 z2 m2 nx ny nz disp1 disp2
#        5520
  35.842 171.419 228.379  8.0530e+12  35.867 171.352 228.368  1.1171e+12   0.837   0.250   0.397   0.292   0.517
  35.867 171.352 228.368  1.1171e+12  35.842 171.419 228.379  8.0530e+12   0.837   0.250   0.397   0.551   0.315
  35.879  23.622 232.148  1.7520e+11  35.923  23.407 232.487  2.4417e+11   0.504  -0.181  -0.181   0.061   0.049
  35.887 210.777 186.460  2.4174e+11  35.887 210.777 186.460  2.4174e+11    -NaN    -NaN    -NaN   0.125   0.390
  35.949 109.909 122.508  3.4268e+11  36.130 110.041 122.150  4.3632e+10  -0.538   0.202  -0.196   0.074   0.062
  35.953  45.902 139.192  1.3165e+12  36.272  45.773 139.032  2.5366e+12  -0.315   0.322  -0.882   0.053   0.125
  35.988 117.370  43.990  9.0786e+10  35.724 117.082  44.039  1.3756e+12  -0.009  -0.100  -0.628   0.086   0.119
  36.088 126.382  55.716  1.0364e+13  36.275 126.491  55.723  9.4960e+11   0.369  -0.621  -0.136   0.122   0.473
  36.102 122.311 209.225  1.6782e+13  36.072 122.314 209.072  9.9987e+11   0.454   0.491  -0.082   0.202   0.396
  36.103  27.161 184.924  9.6582e+12  36.011  27.110 185.014  1.3066e+12   0.675  -0.442   0.443   0.269   0.717
  36.129  29.041 112.727  2.5068e+11  35.927  29.115 113.116  7.7195e+11   0.264  -0.023   0.142   0.141   0.158
  36.130 110.041 122.150  4.3632e+10  35.949 109.909 122.508  3.4268e+11  -0.538   0.202  -0.196   0.053   0.066
  36.229  32.793 112.855  1.7125e+12  36.051  32.431 112.948  2.8794e+11   0.500  -0.258  -0.051   0.065   0.099
  36.376 232.031 154.428  3.0664e+11  36.318 231.804 154.805  3.5420e+11   0.128   0.141   0.105   0.162   0.142
  36.401  79.921  40.198  4.7167e+12  36.656  79.825  39.869  9.5854e+11   0.418   0.751   0.106   0.111   0.089
  36.465   3.074 241.546  4.9431e+11  36.864   3.105 241.675  4.7613e+12  -0.156   0.207   0.435   0.143   0.153
  36.496  13.619 101.562  2.5637e+11  36.664  13.347 101.846  2.9987e+11   0.820   0.083  -0.406   0.269   0.229
  36.503 236.768 155.206  2.3980e+12  35.673 236.919 155.465  5.0588e+12   0.103  -0.240   0.472   0.000   0.000
  36.602 188.294  51.671  3.3401e+11  36.311 188.155  51.557  1.4328e+12  -0.299   0.034   0.727   0.600   0.542
  36.697  22.849 210.130  1.3194e+12  36.345  22.931 210.401  5.0461e+11  -0.394  -0.388  -0.395   0.086   0.063
  36.779  91.195  51.705  1.1642e+12  36.947  90.683  51.579  8.2914e+11   0.556   0.065   0.480   0.183   0.225
  36.806 193.896 187.422  1.9106e+11  37.035 194.155 187.500  2.4661e+11   0.070  -0.000  -0.207   0.404   0.345
  36.889 161.650   2.001  2.7480e+11  37.011 161.859   2.263  1.8726e+11  -0.250  -0.080   0.180   0.181   0.220
  36.895 212.222 135.451  9.6288e+11  37.255 212.553 135.693  5.4038e+11   0.116  -0.259   0.182   0.051   0.079
  37.011 161.859   2.263  1.8726e+11  36.889 161.650   2.001  2.7480e+11  -0.250  -0.080   0.180   0.251   0.206
  37.040 198.477 153.238  8.0353e+10  36.847 198.352 153.542  2.4729e+11  -0.351  -0.420  -0.395   0.253   0.256
  37.070 239.809 210.287  3.3377e+12  36.936 240.096 210.616  2.6775e+11  -0.700  -0.559   0.202   0.052   0.058
  37.080 245.889  10.690  3.5745e+11  37.133 245.724  11.296  2.5271e+11   0.223   0.674   0.164   0.235   0.255
  37.126  26.114 143.037  4.3767e+11  37.513  26.088 143.710  2.5529e+11  -0.130  -0.023   0.074   0.045   0.055
  37.137 136.511  43.355  5.5577e+12  36.826 136.077  42.859  2.7873e+13   0.408  -0.366   0.066   0.168   0.128
  37.144  68.586 135.128  2.9458e+12  37.396  68.183 134.898  2.0664e+12   0.134   0.047   0.065   0.204   0.164
  37.175  17.013 240.066  2.5467e+13  36.685  17.005 240.703  3.8090e+11   0.722  -0.406   0.550   0.024   0.029
  37.193  90.257  38.803  1.2487e+12  37.670  90.366  38.812  5.1260e+11  -0.004  -0.044   0.764   0.054   0.100
  37.229  66.660 213.512  1.4228e+11  37.040  67.113 213.746  2.6301e+11  -0.095   0.115  -0.301   0.256   0.243
  37.230 174.443 148.903  1.8713e+11  37.264 174.803 149.051  7.4120e+10  -0.035  -0.279   0.684   0.197   0.222
  37.255 212.553 135.693  5.4038e+11  36.895 212.222 135.451  9.6288e+11   0.116  -0.259   0.182   0.000   0.000
  37.345 182.548 207.992  1.3970e+11  37.519 182.509 207.676  8.8483e+10  -0.154  -0.323  -0.045   0.366   0.374
  37.346  56.392 164.982  1.8137e+12  36.747  56.570 164.870  6.1152e+11  -0.096  -0.427  -0.166   0.342   0.285
  37.396  68.183 134.898  2.0664e+12  37.144  68.586 135.128  2.9458e+12   0.134   0.047   0.065   0.342   0.415
  37.486  61.492 146.767  3.7751e+11  37.717  61.128 146.531  2.7228e+12   0.242   0.083   0.109   0.085   0.057
  37.519 182.509 207.676  8.8483e+10  37.345 182.548 207.992  1.3970e+11  -0.154  -0.323  -0.045   0.342   0.336
  37.536  76.624 242.385  9.8968e+12  37.045  76.813 242.148  1.9770e+11   0.246   0.109  -0.422   0.502   0.771
  37.570  94.955 207.400  1.7608e+12  37.535  95.337 207.326  2.7764e+11  -0.513   0.051   0.504   0.091   0.124
  37.592  55.598 115.923  1.0610e+11  37.391  55.351 115.767  8.4296e+11  -0.140  -0.318   0.683   0.275   0.235
  37.670  90.366  38.812  5.1260e+11  37.193  90.257  38.803  1.2487e+12  -0.004  -0.044   0.764   0.073   0.044
  37.717  61.128 146.531  2.7228e+12  37.486  61.492 146.767  3.7751e+11   0.242   0.083   0.109   0.085   0.122
  37.815  94.086 119.351  1.3932e+12  37.787  93.907 119.783  4.7642e+11   0.747  -0.297  -0.075   0.104   0.137
  37.900  24.553  99.836  1.9557e+12  37.949  24.601  99.162  1.6692e+13   0.660   0.312   0.070   0.099   0.110
  37.949  24.601  99.162  1.6692e+13  37.900  24.553  99.836  1.9557e+12   0.660   0.312   0.070   0.172   0.153
  38.005 119.420  28.295  3.5027e+11  37.729 119.883  28.348  6.1206e+11   0.576   0.342   0.010   0.441   0.411
  38.097 149.315  55.022  7.1437e+11  38.374 149.668  55.095  3.3171e+11  -0.675   0.589  -0.284   0.243   0.194
  38.109 211.017 228.243  1.6416e+12  38.199 210.574 228.034  5.5068e+12   0.427   0.048   0.084   0.061   0.039
  38.130 230.192 213.194  4.2046e+11  37.958 230.283 213.587  2.7290e+11  -0.196   0.233  -0.139   0.038   0.026
  38.169 177.716 110.806  1.0256e+12  37.999 177.597 110.316  2.4205e+12  -0.812  -0.352   0.366   0.295   0.264
  38.279  18.010 247.396  2.3926e+12  38.775  17.993 247.538  3.8399e+13  -0.112   0.582   0.463   0.338   0.056
  38.300  24.580 234.729  1.2236e+11  38.259  24.349 234.495  3.5691e+11  -0.201  -0.443   0.472   0.234   0.243
  38.315  24.810   1.076  1.4201e+11  38.095  24.668   1.417  5.8185e+11  -0.164  -0.318  -0.239   0.000   0.000
  38.416  63.930 190.280  5.1588e+12  38.183  63.912 190.181  3.7670e+13   0.168   0.707  -0.523   0.718   0.235
  38.475  63.999 190.355  3.7301e+12  38.183  63.912 190.181  3.7670e+13   0.293   0.559  -0.769   0.669   0.209
  38.531 108.987  98.704  1.1084e+11  38.814 108.941  98.982  4.2006e+10   0.408  -0.704  -0.533   0.334   0.324
  38.572  33.351  44.852  5.6667e+11  38.421  33.077  44.705  2.1594e+13   0.028  -0.346   0.615   0.581   0.062
  38.588  60.540  49.573  1.0202e+12  38.089  60.009  49.213  1.5745e+11   0.199  -0.381   0.285   0.000   0.000
  38.671 210.058 234.777  4.4987e+11  38.965 210.236 234.609  6.6125e+10   0.123   0.160   0.386   0.024   0.057
  38.814 108.941  98.982  4.2006e+10  38.531 108.987  98.704  1.1084e+11   0.408  -0.704  -0.533   0.100   0.108
  38.831 153.687   6.856  1.9603e+13  38.704 153.675   6.699  7.2629e+11   0.475  -0.109  -0.375   0.220   0.395
  38.876  79.393  59.296  3.4675e+11  38.927  79.397  59.306  6.2499e+12   0.176  -0.447  -0.774   0.488   0.091
  38.907  33.764  66.417  2.3388e+11  38.624  33.932  66.311  1.0989e+11  -0.076  -0.245  -0.186   0.261   0.291
  38.924  83.950  64.259  5.0651e+11  38.936  84.168  64.517  1.1958e+12  -0.134   0.077  -0.059   0.161   0.240
  38.927  79.397  59.306  6.2499e+12  38.876  79.393  59.296  3.4675e+11   0.176  -0.447  -0.774   0.144   0.579
  38.932  27.781 203.916  3.2222e+11  39.268  27.633 204.125  3.5366e+10  -0.057  -0.213  -0.059   0.113   0.125
  38.965 210.236 234.609  6.6125e+10  38.671 210.058 234.777  4.4987e+11   0.123   0.160   0.386   0.074   0.031
  38.986  62.847  76.463  5.3266e+11  38.987  63.084  76.389  1.1928e+12  -0.395   0.046   0.142   0.373   0.283
  39.015 142.953 171.368  1.2748e+12  39.566 142.801 171.750  4.0583e+11  -0.032   0.059   0.069   0.144   0.146
  39.067 206.163 247.208  6.0840e+10  38.780 205.938 247.517  3.9702e+11  -0.282   0.365   0.004   0.112   0.111
  39.091 142.281 110.786  5.3605e+11  39.361 141.864 110.618  8.2656e+10  -0.241  -0.159   0.009   0.430   0.449
  39.120  22.490  96.993  9.2070e+12  39.140  22.607  96.991  8.6355e+11  -0.109   0.008  -0.960   0.558   0.347
  39.194  15.644 164.791  7.4811e+11  39.267  15.866 165.077  3.9025e+10  -0.215   0.336  -0.205   0.086   0.087
  39.205 171.622 153.998  1.2385e+13  39.193 171.507 154.132  1.6829e+11  -0.275   0.422   0.336   0.031   0.285
  39.268  27.633 204.125  3.5366e+10  38.932  27.781 203.916  3.2222e+11  -0.057  -0.213  -0.059   0.104   0.099
  39.275 214.502 206.447  9.1599e+10  39.252 214.888 206.691  2.1057e+11  -0.525  -0.228   0.313   0.177   0.197
  39.361 141.864 110.618  8.2656e+10  39.091 142.281 110.786  5.3605e+11  -0.241  -0.159   0.009   0.164   0.155
  39.477 146.415 151.331  1.5279e+12  39.733 146.099 151.643  9.3953e+12   0.234  -0.165  -0.359   0.116   0.174
  39.537  20.122 186.477  5.6789e+11  39.534  19.642 186.251  1.9373e+13   0.823  -0.070   0.138   0.152   0.076
  39.567 154.325 128.984  3.8428e+11  39.628 153.982 128.981  8.3876e+10  -0.245  -0.048   0.429   0.460   0.473
  39.584 141.897 162.311  1.0072e+13  39.525 141.923 162.886  1.6183e+12   0.090   0.783  -0.026   0.597   0.332
  39.628 153.982 128.981  8.3876e+10  39.567 154.325 128.984  3.8428e+11  -0.245  -0.048   0.429   0.438   0.423
  39.714  55.715  20.353  5.5827e+10  39.793  55.810  20.859  3.7263e+10  -0.681  -0.195   0.143   0.108   0.090
  39.769 171.315 197.297  1.5352e+11  39.804 170.743 197.368  3.3916e+11   0.079   0.011   0.047   0.066   0.080
  39.778 193.082 158.739  5.7087e+11  39.543 193.361 158.588  9.4065e+11  -0.217   0.308   0.909   0.347   0.425
  39.804 170.743 197.368  3.3916e+11  39.769 171.315 197.297  1.5352e+11   0.079   0.011   0.047   0.099   0.076
  40.062 139.959 143.486  6.8361e+11  40.085 139.881 143.466  5.8111e+12  -0.868  -0.351   0.350   0.509   0.151
  40.386   7.669  47.172  2.8893e+12  40.557   7.351  46.989  1.5879e+12  -0.369  -0.217   0.033   0.442   0.263
  40.400 224.600 119.909  2.5922e+12  40.148 224.584 119.870  2.7100e+11  -0.028   0.055   0.161   0.222   0.116
  40.454  82.608  54.086  7.7412e+11  40.540  82.865  54.307  6.8632e+11   0.018   0.168  -0.203   0.280   0.367
  40.499 190.614  48.030  5.8456e+12  41.277 190.419  47.922  2.7804e+13  -0.059  -0.008  -0.407   0.039   0.095
  40.539 144.882  49.602  1.2584e+12  40.679 145.076  49.820  9.2629e+11   0.347   0.332  -0.517   0.302   0.356
  40.557   7.351  46.989  1.5879e+12  40.386   7.669  47.172  2.8893e+12  -0.369  -0.217   0.033   0.057   0.095
  40.588  45.334 182.589  2.0674e+12  40.821  44.972 182.264  8.5163e+11   0.087   0.572  -0.575   0.077   0.097
  40.672  14.927  81.017  1.7859e+11  40.808  15.023  81.297  1.0394e+12   0.093   0.007  -0.048   0.290   0.191
  40.679 145.076  49.820  9.2629e+11  40.539 144.882  49.602  1.2584e+12   0.347   0.332  -0.517   0.387   0.327
  40.716 165.963  70.378  1.2940e+11  40.243 165.760  70.532  1.4472e+11   0.164  -0.326   0.075   0.000   0.000
  40.719 130.655 135.305  4.4919e+11  41.348 130.427 135.742  1.8103e+11   0.363   0.100  -0.471   0.086   0.090
  40.761  10.127 119.721  1.2439e+11  40.681  10.146 120.089  4.6044e+11  -0.116  -0.271  -0.011   0.273   0.257
  40.821  44.972 182.264  8.5163e+11  40.588  45.334 182.589  2.0674e+12   0.087   0.572  -0.575   0.144   0.112
  40.841  15.398 237.630  2.1880e+12  40.564  15.328 237.673  2.4553e+11   0.180  -0.629   0.123   0.320   0.133
  40.891  86.370 219.143  1.8847e+12  40.967  86.706 219.433  8.0529e+11   0.159  -0.335   0.346   0.047   0.057
  40.899 110.172 138.837  9.5529e+10  40.989 110.571 138.876  1.2331e+11  -0.248   0.115  -0.599   0.038   0.029
  40.980  15.437 248.519  3.2477e+12  41.565  15.441 248.449  1.4718e+13  -0.081  -0.549  -0.701   0.665   0.254
  40.986 126.741 217.301  4.6491e+11  41.225 127.066 217.046  1.4995e+12   0.668  -0.109   0.487   0.096   0.088
  41.152   5.794 126.076  6.7710e+12  40.660   5.850 126.488  1.6299e+13  -0.177  -0.077  -0.200   0.156   0.064
  41.164  71.455  31.321  2.5022e+12  41.197  71.777  31.337  2.6003e+11  -0.038   0.033  -0.608   0.300   0.284
  41.189  22.096   2.589  2.8848e+11  41.607  22.163   2.897  7.0868e+10   0.222   0.033  -0.308   0.042   0.047
  41.211  24.684 221.450  1.3817e+12  41.148  25.145 221.495  6.7358e+11  -0.606  -0.074  -0.097   0.052   0.057
  41.225 127.066 217.046  1.4995e+12  40.986 126.741 217.301  4.6491e+11   0.668  -0.109   0.487   0.136   0.143
  41.315  79.044 119.277  4.3781e+11  41.737  78.965 119.128  1.2672e+12   0.130   0.701  -0.002   0.000   0.000
  41.340  99.164  67.581  4.3591e+11  41.442  99.459  67.133  8.4011e+11   0.817  -0.428  -0.097   0.156   0.125
  41.364 231.800  54.386  1.0800e+11  41.370 232.184  54.389  1.1667e+11   0.378  -0.006  -0.044   0.030   0.026
  41.370 232.184  54.389  1.1667e+11  41.364 231.800  54.386  1.0800e+11   0.378  -0.006  -0.044   0.041   0.041
  41.377 159.704   0.034  1.4879e+12  41.498 159.695   0.387  9.2412e+10  -0.383   0.085   0.134   0.317   0.334
  41.400 116.428  34.362  2.1091e+12  41.498 116.311  33.968  3.7801e+12   0.499  -0.316   0.218   0.292   0.415
  41.498 116.311  33.968  3.7801e+12  41.400 116.428  34.362  2.1091e+12   0.499  -0.316   0.218   0.449   0.318
  41.509  64.087 113.511  8.4784e+11  41.406  63.756 113.334  1.8283e+12   0.806  -0.180  -0.132   0.372   0.355
  41.715  52.255 195.499  2.0282e+12  41.636  52.222 195.416  6.3506e+12   0.126   0.213  -0.208   0.125   0.479
  41.721  20.376 217.823  5.8362e+12  41.701  19.933 218.002  3.4827e+12   0.148   0.012   0.046   0.286   0.184
  41.757  38.210  60.450  1.0285e+11  41.931  38.452  60.711  2.5027e+11   0.021  -0.300   0.264   0.257   0.210
  41.771 180.990 238.133  4.3090e+10  41.922 181.344 238.146  2.0962e+11  -0.305   0.150  -0.521   0.265   0.256
  41.778 154.140 205.847  6.8686e+11  41.906 154.261 206.273  1.4919e+11  -0.182  -0.681   0.248   0.118   0.143
  41.806  97.054 186.433  9.8781e+10  41.721  97.376 186.685  2.2182e+11  -0.372  -0.125   0.034   0.157   0.142
  41.818 204.189 158.779  1.1546e+12  41.871 204.041 158.786  6.7801e+12  -0.183  -0.110  -0.846   0.623   0.162
  41.906 154.261 206.273  1.4919e+11  41.778 154.140 205.847  6.8686e+11  -0.182  -0.681   0.248   0.189   0.157
  41.922 181.344 238.146  2.0962e+11  41.771 180.990 238.133  4.3090e+10  -0.305   0.150  -0.521   0.196   0.209
  41.949  77.098 114.937  3.2006e+11  41.780  76.616 115.001  5.7128e+11   0.226   0.006   0.638   0.118   0.119
  41.962  86.277  23.469  1.4446e+12  42.109  86.240  23.973  2.2552e+12   0.428   0.058  -0.121   0.000   0.000
  41.990  70.834  46.094  2.1321e+13  42.062  70.815  46.016  1.1169e+12   0.348  -0.750   0.503   0.038   0.486
  42.117   1.588 228.241  6.4092e+11  42.611   1.625 228.559  2.8338e+12   0.047   0.237  -0.101   0.298   0.286
  42.130 208.487  56.216  6.1382e+11  42.478 208.671  56.320  1.3136e+12  -0.173   0.327   0.000   0.000   0.000
  42.163  48.507 164.209  1.0908e+11  41.782  48.468 164.632  1.0741e+12   0.448  -0.670   0.341   0.029   0.027
  42.277  56.816 107.299  4.2873e+11  42.258  56.617 107.580  1.7981e+11   0.030   0.044   0.033   0.242   0.221
  42.297  85.171 187.565  1.4770e+11  42.380  84.979 186.955  1.2501e+12   0.747  -0.247   0.179   0.219   0.231
  42.338  41.299 222.217  3.4241e+11  42.149  41.696 222.119  1.4580e+12  -0.376   0.026   0.830   0.049   0.064
  42.362 248.919   2.079  1.8740e+11  42.372 249.428   2.180  7.0475e+11  -0.561   0.022  -0.058   0.157   0.148
  42.380  84.979 186.955  1.2501e+12  42.297  85.171 187.565  1.4770e+11   0.747  -0.247   0.179   0.172   0.165
  42.435 249.828   9.354  4.8068e+12  42.555 248.515   8.401  5.4160e+11  -0.608   0.421  -0.656   0.395   1.294
  42.546  69.910 197.436  3.2188e+12  42.762  70.272 197.688  4.5054e+11   0.625  -0.336  -0.053   0.201   0.161
  42.550  30.088 233.748  4.7602e+11  42.561  29.762 233.492  4.1897e+11   0.037  -0.341   0.436   0.066   0.078
  42.555 248.515   8.401  5.4160e+11  42.435 249.828   9.354  4.8068e+12  -0.608   0.421  -0.656   1.312   0.364
  42.561  29.762 233.492  4.1897e+11  42.550  30.088 233.748  4.7602e+11   0.037  -0.341   0.436   0.240   0.223
  42.650 223.124 120.213  1.4026e+12  42.560 223.424 119.918  8.4607e+11   0.254  -0.638  -0.724   0.043   0.016
  42.651 157.385 177.023  2.5881e+11  42.262 157.704 176.673  2.7114e+11  -0.044  -0.552  -0.455   0.139   0.131
  42.783 185.592 186.690  2.3810e+12  42.321 185.078 186.342  1.1010e+13   0.503   0.081  -0.788   0.029   0.043
  42.803 216.567  98.815  1.3477e+12  42.477 216.925  98.800  6.4312e+12   0.085   0.098   0.491   0.562   0.581
  42.803 209.038 240.276  9.8040e+12  43.098 209.614 240.264  5.2984e+12   0.335  -0.176  -0.229   0.036   0.056
  42.816  74.305  97.772  3.9580e+11  43.305  74.184  98.232  6.0840e+10   0.140   0.040  -0.138   0.040   0.034
  42.817 128.447 216.590  1.2817e+12  43.155 128.450 216.777  9.1423e+11  -0.212   0.025   0.382   0.109   0.173
  42.895  21.555 123.609  1.6222e+12  42.953  21.893 123.298  1.2674e+12   0.104   0.372   0.424   0.041   0.063
  42.903  22.748  95.706  4.6775e+11  43.000  23.066  96.108  1.4445e+11   0.300   0.055  -0.116   0.089   0.074
  42.912  35.846 126.454  6.9395e+12  43.004  35.975 126.704  3.5125e+13  -0.155   0.850  -0.381   0.750   0.098
  42.928 223.511 181.126  3.3659e+11  42.684 223.365 181.596  3.9702e+11   0.205  -0.165   0.055   0.223   0.229
  42.935 213.677 236.003  5.1355e+11  43.223 213.917 235.970  5.6003e+11  -0.117   0.185   0.323   0.039   0.028
  42.953  21.893 123.298  1.2674e+12  42.895  21.555 123.609  1.6222e+12   0.104   0.372   0.424   0.044   0.029
  42.980   4.335  45.412  3.0234e+13  42.549   4.874  45.804  7.9591e+12  -0.021   0.169  -0.256   0.020   0.052
  42.992  47.806   4.068  5.7995e+11  43.232  47.502   4.417  8.0244e+11  -0.428   0.115   0.394   0.110   0.086
  43.000  23.066  96.108  1.4445e+11  42.903  22.748  95.706  4.6775e+11   0.300   0.055  -0.116   0.095   0.125
  43.054  80.869 179.228  1.4472e+11  43.127  80.871 179.813  5.1355e+10  -0.374   0.861   0.044   0.306   0.304
  43.076  43.630  75.535  5.2575e+10  43.167  43.346  75.379  8.4960e+10   0.168  -0.133   0.340   0.474   0.460
  43.098 209.614 240.264  5.2984e+12  42.803 209.038 240.276  9.8040e+12   0.335  -0.176  -0.229   0.028   0.018
  43.101 241.137 157.467  1.0367e+12  43.101 241.137 157.467  1.0367e+12    -NaN    -NaN    -NaN   0.196   0.439
  43.104 238.650  68.735  1.2812e+12  43.121 238.556  68.845  1.7408e+13   0.117  -0.465  -0.414   0.431   0.074
  43.159 244.721   8.163  1.7928e+12  43.310 244.944   8.475  2.6787e+12  -0.170   0.178  -0.045   0.376   0.417
  43.166 238.490  68.733  2.6367e+12  43.121 238.556  68.845  1.7408e+13  -0.439   0.191  -0.288   0.920   0.218
  43.167  43.346  75.379  8.4960e+10  43.076  43.630  75.535  5.2575e+10   0.168  -0.133   0.340   0.336   0.339
  43.207  14.883 133.156  1.1377e+12  43.834  15.214 133.058  3.2317e+11   0.244  -0.369   0.316   0.084   0.122
  43.223 213.917 235.970  5.6003e+11  42.935 213.677 236.003  5.1355e+11  -0.117   0.185   0.323   0.060   0.077
  43.227  25.590  93.004  1.0302e+12  43.487  25.861  92.816  1.7683e+11  -0.343   0.209  -0.174   0.031   0.027
  43.232  47.502   4.417  8.0244e+11  42.992  47.806   4.068  5.7995e+11  -0.428   0.115   0.394   0.200   0.260
  43.292  36.174 126.560  5.7854e+12  43.004  35.975 126.704  3.5125e+13   0.135   0.085   0.385   0.281   0.073
  43.308  36.200 126.419  1.2262e+12  43.004  35.975 126.704  3.5125e+13   0.389  -0.550  -0.020   0.091   0.025
