#x1 y1 z1 m1 x2 y2 z2 m2 nx ny nz disp1 disp2
#        5520
 228.119  90.383 232.926  3.7806e+12 228.651  90.303 232.628  3.9420e+12   0.074   0.650  -0.043   0.161   0.172
 228.199 106.826  39.942  7.1139e+10 228.050 106.476  40.072  3.2209e+11   0.497   0.056   0.717   0.295   0.320
 228.293 213.630 102.144  1.6206e+11 227.814 213.957 102.289  8.6044e+11  -0.019   0.137  -0.372   0.149   0.192
 228.313 155.337 216.128  2.6098e+11 228.051 155.422 215.917  2.0396e+12  -0.146   0.621   0.433   0.473   0.467
 228.334 222.777  12.576  3.2534e+11 228.391 222.511  12.840  6.7615e+10  -0.011   0.074   0.077   0.404   0.435
 228.391 222.511  12.840  6.7615e+10 228.334 222.777  12.576  3.2534e+11  -0.011   0.074   0.077   0.381   0.356
 228.474 220.225  38.093  2.6924e+11 228.267 220.082  38.405  8.3401e+11  -0.036  -0.222  -0.126   0.092   0.083
 228.486 181.141  47.556  1.0493e+12 228.490 180.872  47.722  1.0301e+12   0.028  -0.070  -0.115   0.230   0.166
 228.527  93.229 235.725  2.7609e+12 228.537  93.311 235.666  6.2778e+11   0.539   0.364   0.598   0.626   0.458
 228.619  15.337  61.900  1.7367e+12 228.516  15.448  61.915  1.2228e+13  -0.421  -0.282  -0.817   0.424   0.187
 228.809 205.516 197.371  6.1789e+10 228.434 205.276 197.444  3.2927e+10   0.108  -0.180  -0.035   0.041   0.038
 228.886 127.006 129.186  4.6754e+12 229.120 127.545 129.723  3.5644e+12  -0.337  -0.211   0.359   0.138   0.076
 228.902  38.705 131.518  7.3374e+11 228.737  38.969 131.516  1.4281e+12  -0.046  -0.020   0.890   0.517   0.408
 229.037 110.864 232.252  2.8819e+12 229.269 111.017 232.388  3.0097e+13  -0.097   0.055   0.103   0.361   0.352
 229.070  42.415  49.454  6.7615e+10 229.439  42.446  49.741  2.5393e+11   0.146  -0.137  -0.173   0.092   0.105
 229.101 128.183 228.895  4.1193e+10 229.382 128.200 229.161  2.7290e+11   0.547   0.276  -0.597   0.115   0.147
 229.186 110.861 232.235  6.2367e+12 229.269 111.017 232.388  3.0097e+13  -0.239  -0.229   0.363   0.614   0.490
 229.200 190.466 109.919  7.1545e+11 229.468 190.149 110.115  7.9133e+10   0.015   0.129   0.189   0.161   0.150
 229.223 119.544 177.305  2.3630e+12 229.088 119.773 177.059  8.2372e+11  -0.538  -0.490  -0.160   0.109   0.068
 229.253 110.991 232.256  2.0762e+12 229.269 111.017 232.388  3.0097e+13  -0.604  -0.557   0.180   0.497   0.291
 229.320 171.582 165.533  5.3428e+11 229.650 171.884 165.456  9.4800e+12   0.423  -0.563  -0.386   0.025   0.041
 229.338 130.855 210.690  3.3025e+12 229.684 130.984 210.840  5.1084e+11   0.079   0.175  -0.332   0.056   0.099
 229.377 206.054  93.428  1.0501e+11 229.481 205.727  93.543  5.1220e+10   0.547  -0.042  -0.611   0.516   0.485
 229.396 241.810 247.800  1.1111e+11 229.483 242.036 248.110  1.1165e+11  -0.692  -0.281   0.399   0.035   0.045
 229.400 103.882 215.409  2.6087e+13 229.451 103.876 215.532  1.3550e+12   0.911   0.066  -0.376   0.067   0.656
 229.439  42.446  49.741  2.5393e+11 229.070  42.415  49.454  6.7615e+10   0.146  -0.137  -0.173   0.034   0.031
 229.468 190.149 110.115  7.9133e+10 229.200 190.466 109.919  7.1545e+11   0.015   0.129   0.189   0.467   0.495
 229.472 156.144  11.635  1.1057e+11 229.790 156.393  12.212  9.1504e+11   0.287  -0.530   0.070   0.069   0.077
 229.612 144.197 202.811  1.3113e+12 230.037 144.163 202.812  4.6206e+10   0.005   0.057  -0.230   0.018   0.029
 229.650 171.884 165.456  9.4800e+12 229.320 171.582 165.533  5.3428e+11   0.423  -0.563  -0.386   0.081   0.054
 229.698 153.306 140.716  4.2954e+10 229.475 153.033 140.928  9.9729e+10   0.542  -0.049   0.502   0.135   0.126
 229.870   3.177  31.061  9.4174e+10 229.388   3.390  31.362  3.1247e+11  -0.437  -0.280  -0.502   0.209   0.223
 230.067 112.093  92.800  5.0949e+10 229.991 111.744  92.967  2.1165e+11   0.124   0.095   0.255   0.037   0.040
 230.282  94.652  87.525  2.5529e+11 230.410  94.409  88.048  6.0637e+11  -0.402  -0.681  -0.217   0.264   0.283
 230.312 104.498  98.137  1.1892e+12 230.378 104.788  98.197  5.2128e+11  -0.217   0.142  -0.452   0.145   0.208
 230.337 221.164 137.954  1.2764e+11 230.261 220.958 138.285  4.1193e+10  -0.096  -0.322  -0.223   0.172   0.185
 230.354  64.638  24.115  6.2290e+11 230.476  64.537  24.789  5.0366e+11   0.300   0.112  -0.037   0.084   0.074
 230.378  33.496 116.018  4.1626e+11 230.220  33.218 116.376  9.4025e+11   0.645  -0.018   0.271   0.030   0.021
 230.410  94.409  88.048  6.0637e+11 230.282  94.652  87.525  2.5529e+11  -0.402  -0.681  -0.217   0.243   0.226
 230.432 195.743  59.827  1.4510e+12 231.068 195.401  59.990  1.4568e+12   0.136  -0.081  -0.696   0.156   0.124
 230.454  54.151 128.468  1.5056e+13 230.298  54.363 128.350  2.3874e+12   0.439   0.405   0.145   0.175   0.377
 230.507 154.091   3.655  2.9621e+11 230.168 154.359   3.550  1.7033e+11  -0.361  -0.454   0.005   0.067   0.076
 230.508 230.272 152.023  8.1166e+10 230.438 230.314 152.412  3.4607e+11   0.479  -0.170   0.105   0.162   0.094
 230.540 129.996  51.992  7.6423e+10 230.709 130.035  52.203  1.3262e+12   0.267  -0.363  -0.148   0.637   0.531
 230.621 159.344 213.357  1.1137e+12 230.789 159.158 213.809  1.3855e+12  -0.122  -0.477  -0.151   0.154   0.147
 230.654  85.601 231.372  1.0150e+13 230.695  85.628 231.424  1.0921e+12  -0.060   0.716  -0.328   0.152   0.555
 230.656  28.622  97.082  3.9336e+11 230.870  28.687  96.805  4.3091e+12   0.535  -0.155   0.377   0.103   0.134
 230.690 237.419  35.027  2.4417e+11 230.884 237.175  35.338  5.9756e+10  -0.621  -0.315   0.140   0.058   0.076
 230.709 130.035  52.203  1.3262e+12 230.540 129.996  51.992  7.6423e+10   0.267  -0.363  -0.148   0.494   0.592
 230.820  58.376 206.395  8.0958e+12 231.469  58.810 206.497  2.3044e+13  -0.215   0.191   0.555   0.074   0.049
 230.870  28.687  96.805  4.3091e+12 230.656  28.622  97.082  3.9336e+11   0.535  -0.155   0.377   0.090   0.069
 230.884 237.175  35.338  5.9756e+10 230.690 237.419  35.027  2.4417e+11  -0.621  -0.315   0.140   0.050   0.043
 230.984 238.845  46.628  2.3591e+11 231.296 238.886  46.764  1.4321e+12   0.054   0.051  -0.139   0.138   0.073
 231.017  67.533 177.555  7.1449e+12 230.718  67.406 177.310  7.1572e+11   0.520   0.225  -0.751   0.392   0.419
 231.068 195.401  59.990  1.4568e+12 230.432 195.743  59.827  1.4510e+12   0.136  -0.081  -0.696   0.378   0.475
 231.085 125.770 120.898  4.5231e+11 231.251 126.163 120.901  5.5651e+11  -0.343   0.139   0.802   0.225   0.253
 231.116 157.828  30.943  1.0645e+12 230.811 157.971  30.981  3.9182e+12  -0.012  -0.262   0.887   0.162   0.151
 231.177  38.484 213.529  1.7165e+13 231.177  38.484 213.529  1.7165e+13    -NaN    -NaN    -NaN   0.073   0.827
 231.182  20.590 205.410  1.9572e+12 230.887  20.381 205.041  4.4724e+12  -0.206  -0.514   0.455   0.128   0.101
 231.246 141.416 119.991  4.7236e+11 231.506 141.648 120.361  6.1423e+11  -0.761   0.631   0.139   0.038   0.039
 231.276  12.464  10.189  2.5030e+12 230.720  12.770  10.019  2.0759e+11  -0.056  -0.467  -0.655   0.000   0.000
 231.277 196.152  10.639  1.5447e+11 231.153 196.570  10.469  9.2819e+10  -0.646  -0.122   0.174   0.112   0.134
 231.290 158.675  46.264  2.3225e+11 230.829 158.887  46.089  1.0325e+11  -0.063   0.319   0.556   0.000   0.000
 231.296 238.886  46.764  1.4321e+12 230.984 238.845  46.628  2.3591e+11   0.054   0.051  -0.139   0.037   0.071
 231.336 177.337 140.988  4.2493e+11 231.277 177.360 140.955  1.5768e+12   0.509   0.578  -0.503   0.709   0.298
 231.367   1.155 219.506  2.0953e+12 231.666   1.384 219.583  1.4916e+12   0.037  -0.105   0.169   0.097   0.067
 231.389 169.717  18.376  1.0567e+13 231.797 169.942  18.180  2.6129e+12   0.508  -0.499   0.485   0.000   0.000
 231.408 248.981  79.688  9.5515e+11 231.160 248.712  80.126  3.3751e+12  -0.065  -0.072  -0.081   0.057   0.100
 231.427 187.457 103.685  8.3456e+11 231.486 187.673 103.881  1.3871e+12  -0.230   0.418  -0.390   0.590   0.725
 231.469  58.810 206.497  2.3044e+13 230.820  58.376 206.395  8.0958e+12  -0.215   0.191   0.555   0.000   0.000
 231.486 187.673 103.881  1.3871e+12 231.427 187.457 103.685  8.3456e+11  -0.230   0.418  -0.390   0.642   0.520
 231.498   5.777 206.761  1.9650e+12 231.691   6.137 206.470  4.2399e+11  -0.183  -0.396  -0.612   0.051   0.066
 231.621 188.510 142.114  2.1884e+11 231.307 188.348 141.941  5.1491e+10   0.043  -0.029  -0.051   0.070   0.072
 231.634 143.768 177.776  2.1568e+12 231.721 143.942 177.887  1.1823e+13  -0.692  -0.104   0.710   0.450   0.488
 231.666   1.384 219.583  1.4916e+12 231.367   1.155 219.506  2.0953e+12   0.037  -0.105   0.169   0.140   0.191
 231.721 143.942 177.887  1.1823e+13 231.634 143.768 177.776  2.1568e+12  -0.692  -0.104   0.710   0.452   0.427
 231.747 179.932  49.260  1.6192e+11 232.299 179.793  49.547  4.4038e+10   0.195  -0.065  -0.408   0.201   0.169
 231.773  92.848  93.343  7.3578e+10 232.099  92.762  93.352  7.8014e+12   0.242   0.877  -0.356   0.097   0.241
 231.797  85.643 193.476  2.2588e+12 231.189  85.401 192.868  3.1656e+12   0.270  -0.407  -0.108   0.000   0.000
 231.918 200.176 234.545  7.2859e+11 231.840 200.454 235.030  1.3545e+12   0.207  -0.308   0.209   0.127   0.134
 231.955 224.926  58.969  3.0791e+12 232.221 225.385  59.260  6.9682e+12   0.339  -0.306   0.173   0.249   0.099
 231.964  65.137  84.826  4.8591e+11 232.147  64.915  84.548  3.0674e+12   0.190   0.222  -0.052   0.162   0.178
 231.987 238.443 192.803  2.7764e+11 232.161 238.436 193.211  1.9905e+11  -0.174  -0.205   0.071   0.220   0.158
 232.032 249.547 171.125  1.3144e+11 232.184 249.363 170.847  3.2480e+11   0.403   0.428  -0.064   0.099   0.139
 232.043 137.744  19.310  8.6193e+11 232.387 137.784  19.453  4.9485e+11  -0.222   0.092   0.509   0.347   0.263
 232.099  92.762  93.352  7.8014e+12 232.099  92.762  93.352  7.8014e+12    -NaN    -NaN    -NaN   0.210   0.549
 232.180 173.344 148.459  1.2247e+13 231.974 172.905 148.628  1.4602e+12   0.411  -0.046   0.380   0.046   0.114
 232.184 249.363 170.847  3.2480e+11 232.032 249.547 171.125  1.3144e+11   0.403   0.428  -0.064   0.070   0.053
 232.215  49.241 114.602  2.9133e+11 232.456  49.125 114.173  1.1870e+11   0.008   0.604  -0.157   0.102   0.114
 232.221 225.385  59.260  6.9682e+12 231.955 224.926  58.969  3.0791e+12   0.339  -0.306   0.173   0.085   0.210
 232.231  33.037  77.630  1.4377e+11 232.454  33.360  77.561  4.9865e+10  -0.468   0.220  -0.473   0.059   0.053
 232.236 187.598 158.925  2.3916e+11 232.348 187.943 158.982  1.3957e+11   0.140  -0.011  -0.212   0.183   0.226
 232.302 240.527 184.285  3.0148e+12 232.698 240.524 184.190  1.3798e+12   0.009  -0.075   0.038   0.171   0.136
 232.333 230.441 159.311  1.5928e+12 231.955 229.977 159.219  4.5014e+11   0.620  -0.587   0.418   0.146   0.326
 232.456  49.125 114.173  1.1870e+11 232.215  49.241 114.602  2.9133e+11   0.008   0.604  -0.157   0.231   0.210
 232.495 111.567 206.833  1.4440e+12 232.602 111.987 206.937  5.5339e+11   0.674  -0.235   0.253   0.025   0.040
 232.528 203.511 146.829  3.1436e+11 232.959 203.230 146.909  3.3568e+12   0.190   0.312   0.071   0.116   0.078
 232.602 111.987 206.937  5.5339e+11 232.495 111.567 206.833  1.4440e+12   0.674  -0.235   0.253   0.377   0.245
 232.673 231.749  19.627  1.1050e+12 232.997 231.386  19.507  7.6965e+10   0.120   0.300  -0.587   0.276   0.250
 232.688 169.496  39.212  3.6179e+10 232.683 169.672  39.530  2.2507e+11   0.446  -0.241   0.141   0.265   0.276
 232.698 240.524 184.190  1.3798e+12 232.302 240.527 184.285  3.0148e+12   0.009  -0.075   0.038   0.041   0.053
 232.801 179.300 226.751  1.4607e+11 233.079 179.141 226.957  1.8197e+12  -0.147   0.501   0.585   0.112   0.098
 232.804  78.805  97.513  3.1600e+12 232.995  78.733  97.403  1.1798e+13  -0.157   0.569  -0.643   0.549   0.342
 232.948 108.159   8.942  4.4892e+11 233.516 108.062   9.078  6.9755e+12   0.066  -0.057  -0.314   0.136   0.082
 232.972 246.072 153.082  1.1278e+12 233.036 246.053 152.945  3.5985e+12  -0.035   0.131  -0.035   0.263   0.134
 233.079 179.141 226.957  1.8197e+12 232.801 179.300 226.751  1.4607e+11  -0.147   0.501   0.585   0.307   0.339
 233.209 237.514 237.619  4.8523e+11 233.217 237.401 237.353  2.2542e+12  -0.559   0.050  -0.038   0.410   0.241
 233.316 108.216 243.960  5.1423e+11 233.912 108.329 244.017  5.1007e+12   0.022   0.320  -0.871   0.349   0.487
 233.370 173.360 108.739  1.6999e+13 233.318 173.294 109.036  3.2965e+12   0.521  -0.544  -0.029   0.229   0.755
 233.455  52.959 193.650  9.4716e+10 233.533  52.767 193.282  4.1694e+11   0.409  -0.311   0.250   0.284   0.268
 233.479  66.277 210.317  5.4336e+11 233.635  66.688 210.215  6.4770e+11  -0.086  -0.025  -0.233   0.097   0.069
 233.502 111.482   8.790  3.9946e+11 233.639 111.788   8.975  1.0285e+11   0.094  -0.319   0.458   0.065   0.061
 233.508  35.190 146.334  1.0488e+13 233.940  34.798 146.583  4.0542e+11   0.277   0.465   0.251   0.171   0.220
 233.533  52.767 193.282  4.1694e+11 233.455  52.959 193.650  9.4716e+10   0.409  -0.311   0.250   0.060   0.059
 233.635  66.688 210.215  6.4770e+11 233.479  66.277 210.317  5.4336e+11  -0.086  -0.025  -0.233   0.211   0.303
 233.639 111.788   8.975  1.0285e+11 233.502 111.482   8.790  3.9946e+11   0.094  -0.319   0.458   0.193   0.207
 233.670  72.013  67.068  1.5182e+12 233.432  71.936  67.569  4.3763e+12  -0.022  -0.279  -0.053   0.045   0.057
 233.923   1.412 215.961  3.9548e+12 233.767   1.575 216.322  1.6301e+12   0.207  -0.785   0.443   0.041   0.104
 233.944 105.603 239.808  2.9569e+13 233.392 105.285 239.876  1.4800e+12  -0.444   0.812   0.201   0.092   0.080
 233.982 156.392  92.303  4.5488e+11 234.246 156.151  92.257  9.4336e+11  -0.414  -0.411  -0.230   0.132   0.033
 234.011  77.220  92.479  2.4285e+12 233.387  76.870  92.300  2.7897e+12   0.465  -0.774  -0.106   0.074   0.063
 234.028  73.171  79.343  5.2805e+11 234.149  73.539  79.861  1.7629e+11   0.337   0.429  -0.384   0.075   0.079
 234.034 235.993 121.785  9.4269e+11 233.482 235.636 122.160  2.4553e+11  -0.410   0.018  -0.587   0.388   0.355
 234.087  59.524 206.449  1.7584e+12 233.541  59.448 206.304  3.4905e+11  -0.272   0.563   0.733   0.000   0.000
 234.238 121.200  82.487  1.0840e+11 234.514 120.972  82.191  4.6396e+11   0.370  -0.082   0.407   0.250   0.235
 234.246 151.578 146.808  1.8482e+12 234.398 151.473 147.362  2.9825e+12   0.278   0.063  -0.065   0.540   0.388
 234.249  67.454 148.139  2.4539e+11 234.583  67.331 148.373  1.6274e+11   0.433  -0.049  -0.646   0.162   0.161
 234.331   9.745  60.090  6.7750e+12 232.952  10.410  60.401  2.7371e+11  -0.312  -0.499  -0.317   0.307   1.395
 234.444  11.707 176.964  3.9783e+11 234.243  11.538 177.133  1.3591e+13   0.072   0.070   0.156   0.137   0.093
 234.477  80.839 161.350  4.2046e+12 234.477  80.839 161.350  4.2046e+12    -NaN    -NaN    -NaN   0.535   0.452
 234.514 120.972  82.191  4.6396e+11 234.238 121.200  82.487  1.0840e+11   0.370  -0.082   0.407   0.306   0.324
 234.583  67.331 148.373  1.6274e+11 234.249  67.454 148.139  2.4539e+11   0.433  -0.049  -0.646   0.330   0.328
 234.602 171.766 192.781  3.6545e+11 234.232 171.675 192.721  4.0576e+12   0.252  -0.919  -0.166   0.642   0.429
 234.612 163.451  69.032  5.0813e+10 234.503 163.599  69.364  1.2182e+11  -0.296   0.246  -0.207   0.015   0.019
 234.619 178.090  35.922  1.3571e+13 234.362 177.607  36.197  2.7829e+12   0.082  -0.513  -0.823   0.131   0.024
 234.633   8.128 175.470  2.6938e+12 234.507   8.587 175.754  3.6965e+12  -0.400  -0.036  -0.119   0.426   0.248
 234.692  31.317  63.513  6.0903e+12 234.422  31.645  63.765  2.8356e+12  -0.413  -0.224  -0.152   0.060   0.069
 234.738 189.771 146.889  2.0942e+12 234.893 189.498 146.553  3.0840e+11   0.480   0.204   0.056   0.069   0.026
 234.873 231.852  76.943  1.2900e+11 235.141 231.328  77.077  2.7900e+11  -0.075   0.017   0.215   0.000   0.000
 234.874   0.422  43.789  7.1681e+10 234.648   0.813  43.669  1.6016e+11   0.012   0.127   0.393   0.115   0.103
 234.997  46.928  74.792  1.6615e+12 235.061  46.898  74.733  1.7275e+13  -0.223  -0.622   0.066   0.487   0.047
 235.006 227.564 244.346  5.2552e+12 235.103 227.622 244.299  5.7114e+11  -0.266   0.005  -0.537   0.066   0.548
 235.114  46.714  74.780  2.4683e+12 235.061  46.898  74.733  1.7275e+13   0.106  -0.054  -0.331   0.391   0.070
 235.148 229.094  16.818  5.7250e+11 235.550 228.932  17.197  7.2968e+11   0.284  -0.533  -0.530   0.369   0.298
 235.169  46.723  74.668  3.1641e+12 235.061  46.898  74.733  1.7275e+13   0.747   0.382   0.221   0.481   0.213
 235.271  10.413 101.469  4.0745e+11 235.566  10.148 101.447  9.4851e+10   0.210   0.217   0.199   0.044   0.066
 235.371 241.309 168.608  4.5651e+11 235.853 240.929 168.540  4.5325e+11   0.446   0.613  -0.269   0.029   0.028
 235.428 232.354  35.245  1.5650e+11 235.438 232.062  35.562  1.2439e+11  -0.118   0.254   0.237   0.015   0.021
 235.500 123.235 181.253  6.3090e+11 235.934 122.931 181.362  4.1057e+10   0.086   0.078  -0.122   0.063   0.068
 235.550 228.932  17.197  7.2968e+11 235.148 229.094  16.818  5.7250e+11   0.284  -0.533  -0.530   0.059   0.078
 235.562 217.640  15.731  6.0258e+11 235.225 217.642  15.887  1.5244e+11   0.131   0.388   0.278   0.385   0.428
 235.566  10.148 101.447  9.4851e+10 235.271  10.413 101.469  4.0745e+11   0.210   0.217   0.199   0.129   0.090
 235.572 207.637 172.234  3.3090e+11 235.762 207.853 171.995  1.2398e+11  -0.141  -0.250  -0.338   0.248   0.241
 235.616  38.487  86.386  1.5569e+11 235.476  38.535  85.801  2.1409e+11   0.180  -0.346  -0.071   0.014   0.008
 235.623 222.143 149.160  4.9323e+11 235.888 222.594 149.545  5.5705e+11  -0.056  -0.013   0.054   0.059   0.057
 235.647 118.103  98.501  1.1939e+12 235.784 117.760  98.807  2.4000e+12  -0.050  -0.289  -0.301   0.085   0.229
 235.662 121.221 169.713  7.7236e+10 235.850 120.919 170.178  2.9594e+11   0.595   0.196  -0.112   0.185   0.178
 235.666 174.985  38.037  8.9364e+11 235.376 173.239  37.312  2.7128e+13  -0.510  -0.081   0.398   1.456   0.077
 235.693  43.894  77.403  7.3130e+12 235.714  44.402  76.948  8.1258e+12  -0.275   0.021   0.010   0.117   0.041
 235.703  85.082 100.416  1.0489e+12 234.991  84.955 100.322  7.1721e+11  -0.098   0.655  -0.140   0.233   0.196
 235.762 207.853 171.995  1.2398e+11 235.572 207.637 172.234  3.3090e+11  -0.141  -0.250  -0.338   0.184   0.191
 235.784 117.760  98.807  2.4000e+12 235.647 118.103  98.501  1.1939e+12  -0.050  -0.289  -0.301   0.247   0.089
 235.822 228.635   1.309  2.3990e+13 235.935 228.468   1.432  5.3939e+12  -0.317  -0.545  -0.448   0.177   0.702
 235.888 222.594 149.545  5.5705e+11 235.623 222.143 149.160  4.9323e+11  -0.056  -0.013   0.054   0.016   0.020
 235.906  94.375  70.356  6.2873e+10 236.151  94.004  70.544  1.5881e+11  -0.462  -0.076   0.454   0.370   0.365
 235.917 159.504 247.533  1.8103e+11 236.029 159.851 247.763  1.0199e+12  -0.005   0.376  -0.562   0.000   0.000
 235.993  52.186 181.344  5.1884e+11 236.001  52.252 181.460  2.2174e+13  -0.727   0.350  -0.153   0.414   0.009
 236.001  52.252 181.460  2.2174e+13 236.144  52.270 181.409  1.6263e+12  -0.222   0.843  -0.336   0.034   0.395
 236.052   0.246  86.431  1.2453e+11 235.922   0.594  86.665  2.5122e+11  -0.454  -0.492   0.478   0.234   0.267
 236.115  19.712 127.333  5.0000e+10 236.041  19.404 127.567  5.3523e+10   0.031   0.099   0.140   0.067   0.064
 236.144  52.270 181.409  1.6263e+12 236.001  52.252 181.460  2.2174e+13  -0.222   0.843  -0.336   0.416   0.059
 236.151  94.004  70.544  1.5881e+11 235.906  94.375  70.356  6.2873e+10  -0.462  -0.076   0.454   0.449   0.451
 236.177  26.112 140.155  1.6721e+11 236.435  26.457 140.463  1.4539e+11  -0.015  -0.279   0.325   0.038   0.036
 236.189   3.752  71.943  2.1079e+12 236.207   3.821  72.396  8.2414e+12  -0.312  -0.001   0.012   0.000   0.000
 236.261 245.868 223.514  4.4811e+11 236.737 245.834 223.659  6.3821e+10  -0.063  -0.095   0.184   0.104   0.120
 236.275  55.937 177.684  3.3016e+12 236.281  55.941 177.561  2.4525e+13   0.135  -0.747  -0.015   0.675   0.333
 236.340 174.126 145.252  2.1063e+13 236.567 174.062 145.191  1.6767e+12   0.353   0.768   0.513   0.176   0.298
 236.378  12.147   9.942  8.5964e+12 236.529  12.682   9.996  1.2164e+12  -0.165  -0.014   0.601   0.034   0.020
 236.407  37.284  63.272  3.1721e+11 235.827  36.209  63.146  1.0450e+13   0.216  -0.047  -0.592   1.184   0.252
 236.429 195.941  53.929  1.3672e+12 236.618 195.655  53.460  5.3939e+12   0.245   0.053   0.066   0.483   0.391
 236.435  26.457 140.463  1.4539e+11 236.177  26.112 140.155  1.6721e+11  -0.015  -0.279   0.325   0.000   0.000
 236.493 172.796 176.853  1.1020e+12 236.576 172.746 177.327  2.5275e+12  -0.609  -0.463   0.058   0.490   0.327
 236.505 105.021   5.208  1.1538e+12 236.537 105.208   5.298  1.3671e+13   0.056   0.248  -0.533   0.510   0.152
 236.523 177.902 154.673  1.7764e+11 236.488 177.906 154.211  5.8130e+11  -0.421  -0.646   0.025   0.333   0.331
 236.525  66.956  31.949  6.8971e+10 236.090  66.810  31.913  2.9011e+11  -0.106   0.309   0.031   0.208   0.193
 236.576 172.746 177.327  2.5275e+12 236.493 172.796 176.853  1.1020e+12  -0.609  -0.463   0.058   0.148   0.215
 236.618 195.655  53.460  5.3939e+12 236.429 195.941  53.929  1.3672e+12   0.245   0.053   0.066   0.364   0.448
 236.659 174.078 145.165  8.8672e+11 236.340 174.126 145.252  2.1063e+13   0.228   0.894   0.345   0.377   0.042
 236.688 143.795 127.877  1.3699e+11 236.671 143.488 128.214  2.1125e+11  -0.045   0.302   0.272   0.027   0.025
 236.739  35.375  25.364  9.2548e+10 237.014  35.381  25.426  7.1477e+11   0.081   0.252  -0.381   0.434   0.433
 236.812 172.138  83.288  3.7073e+12 236.360 172.151  83.316  2.2491e+13   0.013  -0.749   0.551   0.279   0.092
 236.824 163.750 194.832  2.8235e+12 236.684 164.233 194.706  3.5217e+11  -0.852  -0.227   0.077   0.673   0.640
 236.875 172.123  83.150  2.8245e+12 236.360 172.151  83.316  2.2491e+13   0.022   0.425  -0.003   0.000   0.000
 237.043  51.676 188.206  3.2426e+12 236.492  51.680 188.483  2.6096e+12  -0.138  -0.129  -0.272   0.000   0.000
 237.121 177.149 194.386  1.0571e+12 236.822 177.161 195.156  1.3648e+12  -0.266  -0.499  -0.096   0.000   0.000
 237.158  56.834  26.442  3.8106e+12 237.271  56.656  26.497  1.4212e+13   0.772   0.412  -0.254   0.612   0.374
 237.196 122.673 208.950  1.2209e+11 237.303 122.895 209.564  4.4282e+11   0.068  -0.571   0.194   0.046   0.049
 237.198 177.368 130.888  4.8638e+12 236.895 177.602 130.677  8.0664e+11   0.319  -0.282  -0.772   0.118   0.155
 237.236 118.056  31.677  3.4824e+13 237.241 117.769  31.606  6.3087e+12  -0.492   0.184  -0.782   0.154   0.916
 237.313  86.793 217.013  5.2899e+12 237.294  86.925 216.908  3.2370e+13   0.906  -0.017  -0.184   0.603   0.261
 237.319 230.183 146.340  1.3564e+11 237.787 230.431 146.373  1.3103e+11  -0.136   0.253   0.030   0.031   0.035
 237.357  73.372 168.387  5.9892e+10 237.479  73.749 168.287  1.0529e+11  -0.043   0.101   0.327   0.189   0.206
 237.473 168.853  35.238  3.8125e+12 237.564 168.164  35.245  1.1180e+13  -0.145  -0.019   0.052   0.088   0.035
 237.476 171.491 150.659  6.0235e+12 237.550 171.469 151.181  1.3453e+12   0.190   0.515  -0.006   0.079   0.141
 237.554 203.114 231.079  3.9838e+10 237.801 203.318 231.479  6.5583e+10  -0.042  -0.550   0.305   0.272   0.252
 237.564 168.164  35.245  1.1180e+13 237.473 168.853  35.238  3.8125e+12  -0.145  -0.019   0.052   0.075   0.200
 237.678 191.358  39.440  2.4039e+12 237.820 191.021  39.283  3.7035e+13  -0.126  -0.118   0.139   0.246   0.032
 237.732 115.934  19.783  1.0407e+11 237.699 115.563  19.759  1.9390e+11   0.378  -0.047   0.216   0.119   0.134
 237.755  53.300 213.780  8.8009e+11 237.761  52.877 213.807  8.0353e+11   0.295   0.029   0.395   0.103   0.218
 237.761  52.877 213.807  8.0353e+11 237.755  53.300 213.780  8.8009e+11   0.295   0.029   0.395   0.235   0.114
 237.801 203.318 231.479  6.5583e+10 237.554 203.114 231.079  3.9838e+10  -0.042  -0.550   0.305   0.122   0.134
 237.804 114.459 249.270  3.8347e+10 238.040 114.529 249.567  1.5352e+11   0.338   0.547  -0.399   0.144   0.168
 238.038  11.741  46.388  2.3957e+11 238.001  11.653  46.701  1.6870e+11  -0.323  -0.427  -0.159   0.125   0.205
 238.122 138.562  11.211  1.6139e+13 238.204 138.559  11.279  1.1711e+12   0.401   0.477  -0.474   0.094   0.403
 238.178  91.241 208.461  1.7697e+11 238.425  91.046 208.691  4.9594e+10   0.020   0.595   0.485   0.439   0.436
 238.179 122.012  30.194  1.0609e+13 238.243 122.375  29.645  2.2322e+13  -0.619   0.241   0.086   0.167   0.121
 238.243 122.375  29.645  2.2322e+13 238.179 122.012  30.194  1.0609e+13  -0.619   0.241   0.086   0.000   0.000
 238.283 210.120 170.683  1.4144e+12 238.743 209.916 170.683  7.2629e+10   0.117   0.264  -0.466   0.295   0.205
 238.425  91.046 208.691  4.9594e+10 238.178  91.241 208.461  1.7697e+11   0.020   0.595   0.485   0.241   0.247
 238.454  37.175 189.568  5.4228e+11 238.315  37.348 190.112  1.3069e+12  -0.082   0.351  -0.133   0.335   0.423
 238.473 169.508 146.199  2.2747e+12 238.472 169.560 146.085  1.8698e+13  -0.580  -0.029  -0.011   0.521   0.034
 238.478 169.696 145.988  3.7716e+12 238.472 169.560 146.085  1.8698e+13  -0.208   0.564   0.777   0.687   0.100
 238.485  41.042  41.747  1.3439e+12 238.591  41.068  41.345  6.3849e+11  -0.321   0.641  -0.042   0.098   0.097
