# lambda_1A lambda_2A lambda_3A eigen1_xA eigen1_yA eigen1_zA eigen2_xA eigen2_yA eigen2_zA eigen3_xA eigen3_yA eigen3_zA# lambda_1B lambda_2B lambda_3B eigen1_xB eigen1_yB eigen1_zB eigen2_xB eigen2_yB eigen2_zB eigen3_xB eigen3_yB eigen3_zB 
# 5481
0.126201 -0.138357 -0.189897 -0.646150 0.614272 0.452947 0.708411 0.703538 0.056467 0.283979 -0.357359 0.889748 0.135583 -0.151218 -0.163883 -0.667921 0.537723 0.514524 -0.468822 -0.840933 0.270255 0.578003 -0.060711 0.813773 
0.385127 0.036396 -0.326873 -0.514468 0.084300 0.853356 0.337724 0.934645 0.111275 0.788204 -0.345446 0.509315 0.385127 0.036396 -0.326873 -0.514468 0.084300 0.853356 0.337724 0.934645 0.111275 0.788204 -0.345446 0.509315 
0.272855 -0.076736 -0.175971 -0.222923 -0.917812 0.328521 0.683113 0.093346 0.724323 -0.695458 0.385885 0.606161 0.272855 -0.076736 -0.175971 -0.222923 -0.917812 0.328521 0.683113 0.093346 0.724323 -0.695458 0.385885 0.606161 
0.400970 -0.004810 -0.340243 -0.352907 0.249822 0.901690 -0.560886 -0.827835 0.009837 0.748908 -0.502274 0.432270 0.452028 0.021598 -0.356556 -0.418371 0.245560 0.874452 0.614158 0.785783 0.073176 0.669161 -0.567666 0.479562 
0.106094 0.023595 -0.207132 -0.114537 0.709631 0.695202 -0.488628 -0.649545 0.582523 0.864942 -0.272975 0.421142 0.172608 0.014597 -0.336389 0.010410 0.855226 0.518151 -0.437436 -0.462071 0.771454 0.899190 -0.234689 0.369296 
1.426557 0.789013 0.648363 0.178605 -0.759211 0.625858 0.167810 0.650271 0.740937 -0.969505 -0.027310 0.243545 1.596848 0.855891 0.509801 0.294724 -0.687786 0.663391 0.389920 0.720362 0.573622 -0.872410 0.089609 0.480489 
0.134105 -0.018765 -0.174181 0.437388 0.899251 0.006305 -0.421609 0.198864 0.884703 0.794316 -0.389617 0.466113 0.096811 -0.047767 -0.162383 -0.315292 -0.944300 0.094280 -0.173910 0.155158 0.972461 0.932924 -0.290213 0.213143 
0.385127 0.036396 -0.326873 -0.514468 0.084300 0.853356 0.337724 0.934645 0.111275 0.788204 -0.345446 0.509315 0.385127 0.036396 -0.326873 -0.514468 0.084300 0.853356 0.337724 0.934645 0.111275 0.788204 -0.345446 0.509315 
1.224293 0.492780 -0.301910 -0.822480 0.454688 0.341737 0.568484 0.637298 0.520266 -0.018771 -0.622181 0.782648 0.824590 0.379387 -0.562596 -0.597827 0.336656 0.727506 0.721344 0.621788 0.305029 0.349665 -0.707137 0.614567 
3.573601 2.231331 0.121016 -0.352201 0.876677 0.327707 -0.713335 -0.478118 0.512402 0.605894 -0.053297 0.793758 3.631619 2.001788 0.477915 -0.188712 0.917817 0.349284 -0.799715 -0.350054 0.487769 0.569951 -0.187280 0.800051 
0.027914 -0.044259 -0.195606 0.034708 -0.716124 0.697109 0.432721 0.639524 0.635423 -0.900860 0.279599 0.332079 0.024262 -0.002858 -0.207694 -0.099414 -0.762098 0.639784 0.390770 0.561412 0.729462 -0.915104 0.322528 0.241993 
0.096811 -0.047767 -0.162383 -0.315292 -0.944300 0.094280 -0.173910 0.155158 0.972461 0.932924 -0.290213 0.213143 0.134105 -0.018765 -0.174181 0.437388 0.899251 0.006305 -0.421609 0.198864 0.884703 0.794316 -0.389617 0.466113 
0.021646 -0.051444 -0.111603 0.126237 0.820746 0.557171 -0.823278 -0.226665 0.520419 0.553423 -0.524403 0.647089 0.021646 -0.051444 -0.111603 0.126237 0.820746 0.557171 -0.823278 -0.226665 0.520419 0.553423 -0.524403 0.647089 
2.647515 2.073583 0.089897 -0.254049 0.927748 0.273392 -0.880581 -0.338781 0.331367 0.400045 -0.156560 0.903024 2.647515 2.073583 0.089897 -0.254049 0.927748 0.273392 -0.880581 -0.338781 0.331367 0.400045 -0.156560 0.903024 
0.387231 0.267945 -0.000808 -0.641812 -0.040277 0.765804 0.343968 -0.907649 0.240539 0.685393 0.417793 0.596394 0.387231 0.267945 -0.000808 -0.641812 -0.040277 0.765804 0.343968 -0.907649 0.240539 0.685393 0.417793 0.596394 
2.635561 1.454784 -0.023869 -0.254694 -0.965673 0.051055 -0.360580 0.143826 0.921573 0.897281 -0.216310 0.384834 2.635561 1.454784 -0.023869 -0.254694 -0.965673 0.051055 -0.360580 0.143826 0.921573 0.897281 -0.216310 0.384834 
3.631619 2.001788 0.477915 -0.188712 0.917817 0.349284 -0.799715 -0.350054 0.487769 0.569951 -0.187280 0.800051 3.573601 2.231331 0.121016 -0.352201 0.876677 0.327707 -0.713335 -0.478118 0.512402 0.605894 -0.053297 0.793758 
0.024262 -0.002858 -0.207694 -0.099414 -0.762098 0.639784 0.390770 0.561412 0.729462 -0.915104 0.322528 0.241993 0.027914 -0.044259 -0.195606 0.034708 -0.716124 0.697109 0.432721 0.639524 0.635423 -0.900860 0.279599 0.332079 
2.635561 1.454784 -0.023869 -0.254694 -0.965673 0.051055 -0.360580 0.143826 0.921573 0.897281 -0.216310 0.384834 2.635561 1.454784 -0.023869 -0.254694 -0.965673 0.051055 -0.360580 0.143826 0.921573 0.897281 -0.216310 0.384834 
0.278100 0.082314 -0.572321 0.976893 -0.209319 0.043188 -0.203695 -0.850645 0.484676 0.064714 0.482274 0.873627 0.277071 0.119592 -0.624706 0.997462 -0.066472 0.025504 -0.070137 -0.855849 0.512448 0.012236 0.512937 0.858339 
4.209480 1.985697 -0.876380 -0.634110 0.741456 0.219424 0.761795 0.647691 0.012886 0.132564 -0.175327 0.975545 3.274762 1.948496 -0.616943 -0.590486 0.781037 0.203243 0.803153 0.593408 0.053026 0.079191 -0.194546 0.977692 
0.021646 -0.051444 -0.111603 0.126237 0.820746 0.557171 -0.823278 -0.226665 0.520419 0.553423 -0.524403 0.647089 0.021646 -0.051444 -0.111603 0.126237 0.820746 0.557171 -0.823278 -0.226665 0.520419 0.553423 -0.524403 0.647089 
0.387231 0.267945 -0.000808 -0.641812 -0.040277 0.765804 0.343968 -0.907649 0.240539 0.685393 0.417793 0.596394 0.387231 0.267945 -0.000808 -0.641812 -0.040277 0.765804 0.343968 -0.907649 0.240539 0.685393 0.417793 0.596394 
5.696926 3.854977 3.310330 0.678313 0.303905 0.668979 -0.715872 0.068158 0.694897 0.165587 -0.950261 0.263790 5.696926 3.854977 3.310330 0.678313 0.303905 0.668979 -0.715872 0.068158 0.694897 0.165587 -0.950261 0.263790 
3.274762 1.948496 -0.616943 -0.590486 0.781037 0.203243 0.803153 0.593408 0.053026 0.079191 -0.194546 0.977692 4.209480 1.985697 -0.876380 -0.634110 0.741456 0.219424 0.761795 0.647691 0.012886 0.132564 -0.175327 0.975545 
0.014251 -0.083960 -0.215938 0.861170 -0.459995 0.216312 0.134280 0.616295 0.775983 -0.490260 -0.639207 0.592503 0.014251 -0.083960 -0.215938 0.861170 -0.459995 0.216312 0.134280 0.616295 0.775983 -0.490260 -0.639207 0.592503 
0.482659 -0.041362 -0.152770 -0.536125 0.142465 0.832030 0.558217 -0.679540 0.476046 0.633218 0.719673 0.284791 0.490249 -0.067112 -0.116815 -0.510878 0.111515 0.852390 0.531799 -0.738054 0.415290 0.675421 0.665462 0.317752 
1.288154 0.372843 -1.133280 0.224638 -0.525322 0.820716 0.823322 0.552836 0.128507 -0.521228 0.646846 0.556697 0.987246 0.291463 -0.764145 0.195233 -0.500053 0.843701 0.754847 0.625850 0.196262 -0.626171 0.598548 0.499650 
0.888859 0.339871 -0.665440 -0.221892 0.083980 0.971448 0.695512 -0.684629 0.218050 0.683393 0.724038 0.093504 0.888859 0.339871 -0.665440 -0.221892 0.083980 0.971448 0.695512 -0.684629 0.218050 0.683393 0.724038 0.093504 
0.147127 -0.038261 -0.166839 -0.783355 0.202252 0.587749 0.111115 -0.884784 0.452561 0.611562 0.419824 0.670627 0.147127 -0.038261 -0.166839 -0.783355 0.202252 0.587749 0.111115 -0.884784 0.452561 0.611562 0.419824 0.670627 
1.326058 1.111054 0.484391 0.434086 0.233776 0.870010 0.232087 -0.962165 0.142740 -0.870463 -0.139957 0.471918 1.246248 0.891757 0.140250 0.341686 0.469876 0.813921 0.135773 -0.881639 0.451972 -0.929955 0.043923 0.365040 
0.490249 -0.067112 -0.116815 -0.510878 0.111515 0.852390 0.531799 -0.738054 0.415290 0.675421 0.665462 0.317752 0.482659 -0.041362 -0.152770 -0.536125 0.142465 0.832030 0.558217 -0.679540 0.476046 0.633218 0.719673 0.284791 
0.433739 0.298788 -0.489577 0.847993 -0.528130 0.044564 -0.529139 -0.848416 0.014190 -0.030315 0.035614 0.998906 0.340075 0.229877 -0.468604 0.827877 -0.560750 0.013365 -0.560889 -0.827413 0.028124 0.004712 0.030779 0.999515 
0.760599 0.661344 0.430541 0.368088 -0.685807 0.627838 -0.929266 -0.248653 0.273197 0.031247 0.683989 0.728823 0.893111 0.763417 0.367715 -0.777775 -0.271608 0.566829 0.585611 -0.640712 0.496536 0.228311 0.718134 0.657386 
0.218111 0.032739 -0.200293 0.463149 0.335466 0.820339 0.428842 -0.894854 0.123821 -0.775620 -0.294448 0.558313 0.226495 -0.015936 -0.160142 0.330251 0.666443 0.668421 0.546231 -0.712467 0.440479 -0.769783 -0.219643 0.599325 
6.078875 3.833371 1.865659 0.793624 0.373999 0.479880 -0.469285 -0.125687 0.874056 0.387211 -0.918873 0.075764 6.078875 3.833371 1.865659 0.793624 0.373999 0.479880 -0.469285 -0.125687 0.874056 0.387211 -0.918873 0.075764 
0.994742 0.060038 -0.191001 -0.319853 0.225119 0.920335 0.911116 -0.193399 0.363956 -0.259925 -0.954944 0.143250 0.987674 0.132113 -0.388660 -0.263855 0.221990 0.938670 0.946590 0.246575 0.207768 0.185331 -0.943356 0.275193 
0.397585 0.121632 -0.253304 -0.827867 -0.297038 0.475820 0.108404 0.747563 0.655285 0.550350 -0.594069 0.586683 0.470916 0.234690 -0.227576 -0.790058 -0.339062 0.510731 -0.005198 0.836797 0.547489 0.613010 -0.429893 0.662880 
0.783406 0.100540 -0.040407 -0.685216 -0.501083 0.528578 -0.258669 0.845842 0.466520 0.680859 -0.182941 0.709200 0.778845 0.076283 -0.027113 -0.716041 -0.514061 0.472257 -0.161269 0.780048 0.604580 0.679174 -0.356744 0.641449 
0.176461 0.080393 -0.051590 0.295482 0.924554 0.240606 0.778178 -0.379024 0.500779 -0.554192 -0.039263 0.831462 0.190491 0.102984 -0.041118 0.292800 0.942848 0.159076 0.678552 -0.322105 0.660163 -0.673673 0.085355 0.734084 
1.614818 1.249621 0.585004 0.260561 -0.577790 0.773477 0.907743 0.419458 0.007546 -0.328801 0.700152 0.633780 2.022884 1.538750 1.116518 0.225780 -0.559588 0.797424 0.884344 0.461068 0.073161 -0.408607 0.688678 0.598968 
3.291140 2.574677 1.513621 0.486084 -0.840127 0.240642 -0.870123 -0.439652 0.222693 0.081291 0.317636 0.944722 3.195572 2.290440 1.214627 0.307554 -0.888094 0.341613 -0.951389 -0.293206 0.094284 -0.016430 0.354005 0.935099 
6.078875 3.833371 1.865659 0.793624 0.373999 0.479880 -0.469285 -0.125687 0.874056 0.387211 -0.918873 0.075764 6.078875 3.833371 1.865659 0.793624 0.373999 0.479880 -0.469285 -0.125687 0.874056 0.387211 -0.918873 0.075764 
0.226495 -0.015936 -0.160142 0.330251 0.666443 0.668421 0.546231 -0.712467 0.440479 -0.769783 -0.219643 0.599325 0.218111 0.032739 -0.200293 0.463149 0.335466 0.820339 0.428842 -0.894854 0.123821 -0.775620 -0.294448 0.558313 
0.778845 0.076283 -0.027113 -0.716041 -0.514061 0.472257 -0.161269 0.780048 0.604580 0.679174 -0.356744 0.641449 0.783406 0.100540 -0.040407 -0.685216 -0.501083 0.528578 -0.258669 0.845842 0.466520 0.680859 -0.182941 0.709200 
0.671451 -0.098168 -0.397181 0.397206 -0.044912 0.916630 -0.139882 0.984169 0.108837 -0.907006 -0.171450 0.384635 0.671451 -0.098168 -0.397181 0.397206 -0.044912 0.916630 -0.139882 0.984169 0.108837 -0.907006 -0.171450 0.384635 
3.272247 0.679759 -0.470056 0.355884 0.380113 0.853733 0.493237 -0.852339 0.173883 -0.793765 -0.359210 0.490820 3.272247 0.679759 -0.470056 0.355884 0.380113 0.853733 0.493237 -0.852339 0.173883 -0.793765 -0.359210 0.490820 
3.195572 2.290440 1.214627 0.307554 -0.888094 0.341613 -0.951389 -0.293206 0.094284 -0.016430 0.354005 0.935099 3.291140 2.574677 1.513621 0.486084 -0.840127 0.240642 -0.870123 -0.439652 0.222693 0.081291 0.317636 0.944722 
0.229767 0.155950 -0.285704 0.818130 -0.377622 0.433664 -0.355294 0.261021 0.897571 -0.452138 -0.888409 0.079382 0.203742 0.006088 -0.283428 0.879781 -0.474510 0.028731 0.143462 0.322639 0.935587 -0.453215 -0.818990 0.351926 
0.190491 0.102984 -0.041118 0.292800 0.942848 0.159076 0.678552 -0.322105 0.660163 -0.673673 0.085355 0.734084 0.176461 0.080393 -0.051590 0.295482 0.924554 0.240606 0.778178 -0.379024 0.500779 -0.554192 -0.039263 0.831462 
6.522813 5.686734 3.914860 -0.494482 0.780767 0.381955 -0.473056 -0.610401 0.635318 0.729181 0.133467 0.671179 6.522813 5.686734 3.914860 -0.494482 0.780767 0.381955 -0.473056 -0.610401 0.635318 0.729181 0.133467 0.671179 
0.671451 -0.098168 -0.397181 0.397206 -0.044912 0.916630 -0.139882 0.984169 0.108837 -0.907006 -0.171450 0.384635 0.671451 -0.098168 -0.397181 0.397206 -0.044912 0.916630 -0.139882 0.984169 0.108837 -0.907006 -0.171450 0.384635 
7.351505 7.300392 6.109173 -0.110243 -0.871490 0.477861 -0.639171 0.430349 0.637385 0.761122 0.235168 0.604474 7.351505 7.300392 6.109173 -0.110243 -0.871490 0.477861 -0.639171 0.430349 0.637385 0.761122 0.235168 0.604474 
1.409967 0.957949 0.254299 -0.599852 -0.355108 0.716991 -0.462889 0.884946 0.051028 0.652619 0.301278 0.695213 1.078325 0.311868 0.106473 -0.658145 -0.182320 0.730482 0.526568 -0.804930 0.273522 0.538118 0.564666 0.625764 
6.802180 4.773286 -0.594207 -0.829299 -0.207933 0.518678 0.337580 0.553256 0.761542 0.445312 -0.806642 0.388621 6.640466 4.428658 0.115224 -0.751950 -0.278490 0.597507 0.340931 0.611470 0.714053 0.564214 -0.740641 0.364849 
2.628856 0.399649 -1.409586 -0.095540 -0.961040 0.259374 0.429238 0.195322 0.881819 -0.898124 0.195583 0.393853 4.179973 1.403453 -2.293885 0.009505 -0.993190 0.116118 0.183921 0.115879 0.976087 -0.982895 0.012079 0.183770 
7.351505 7.300392 6.109173 -0.110243 -0.871490 0.477861 -0.639171 0.430349 0.637385 0.761122 0.235168 0.604474 7.351505 7.300392 6.109173 -0.110243 -0.871490 0.477861 -0.639171 0.430349 0.637385 0.761122 0.235168 0.604474 
0.671846 0.024732 -0.377218 -0.616748 -0.204311 0.760183 0.377227 -0.924327 0.057623 0.690885 0.322300 0.647148 0.671846 0.024732 -0.377218 -0.616748 -0.204311 0.760183 0.377227 -0.924327 0.057623 0.690885 0.322300 0.647148 
0.546640 0.048840 -0.163657 0.755915 0.431763 0.492111 -0.160066 -0.606987 0.778425 -0.634800 0.667193 0.389720 0.546640 0.048840 -0.163657 0.755915 0.431763 0.492111 -0.160066 -0.606987 0.778425 -0.634800 0.667193 0.389720 
1.616452 -0.169556 -1.035503 -0.627107 0.121576 0.769386 0.768548 0.257329 0.585761 0.126771 -0.958645 0.254810 1.616452 -0.169556 -1.035503 -0.627107 0.121576 0.769386 0.768548 0.257329 0.585761 0.126771 -0.958645 0.254810 
1.486618 0.882709 0.554928 -0.465431 -0.125182 0.876187 0.629038 -0.743198 0.227964 0.622643 0.657257 0.424652 1.486618 0.882709 0.554928 -0.465431 -0.125182 0.876187 0.629038 -0.743198 0.227964 0.622643 0.657257 0.424652 
0.795896 0.581878 -0.068185 -0.812627 -0.389654 0.433367 0.577009 -0.642369 0.504404 0.081839 0.659949 0.746840 0.795896 0.581878 -0.068185 -0.812627 -0.389654 0.433367 0.577009 -0.642369 0.504404 0.081839 0.659949 0.746840 
3.953108 3.137895 -1.130406 0.398370 -0.288032 0.870826 -0.132085 0.921504 0.365218 -0.907664 -0.260515 0.329055 5.141541 4.226620 -1.296247 0.458982 -0.410723 0.787809 -0.138364 0.842863 0.520036 -0.877605 -0.347691 0.330030 
0.795896 0.581878 -0.068185 -0.812627 -0.389654 0.433367 0.577009 -0.642369 0.504404 0.081839 0.659949 0.746840 0.795896 0.581878 -0.068185 -0.812627 -0.389654 0.433367 0.577009 -0.642369 0.504404 0.081839 0.659949 0.746840 
3.201843 1.352175 0.750860 0.455869 0.405556 0.792280 0.625571 -0.779197 0.038912 -0.633123 -0.477888 0.608915 4.016832 1.607166 0.979671 0.644526 0.362676 0.673091 -0.688047 0.659037 0.303745 -0.333431 -0.658890 0.674305 
0.071450 -0.111068 -0.232721 -0.118284 -0.125275 0.985046 0.251273 0.955947 0.151747 0.960662 -0.265464 0.081595 0.038172 -0.105903 -0.233204 -0.062008 -0.411389 0.909348 -0.006739 0.911253 0.411791 0.998053 -0.019406 0.059277 
0.038172 -0.105903 -0.233204 -0.062008 -0.411389 0.909348 -0.006739 0.911253 0.411791 0.998053 -0.019406 0.059277 0.071450 -0.111068 -0.232721 -0.118284 -0.125275 0.985046 0.251273 0.955947 0.151747 0.960662 -0.265464 0.081595 
0.237392 -0.073328 -0.199738 0.785321 -0.542286 0.298658 -0.601381 -0.553663 0.576020 0.147012 0.631968 0.760923 0.242189 -0.059755 -0.206806 0.839254 -0.473122 0.267970 -0.540638 -0.673524 0.504060 0.057998 0.567909 0.821045 
1.924889 1.063619 -0.019493 0.521963 0.495105 0.694569 0.380837 -0.863898 0.329611 -0.763229 -0.092473 0.639477 2.300680 1.256606 0.103435 0.537249 0.016759 0.843257 -0.115988 0.991771 0.054187 -0.835410 -0.126920 0.534772 
6.403194 5.429094 4.146855 -0.631473 0.759431 0.156542 -0.607455 -0.609990 0.508833 0.481912 0.226222 0.846513 6.403194 5.429094 4.146855 -0.631473 0.759431 0.156542 -0.607455 -0.609990 0.508833 0.481912 0.226222 0.846513 
4.016832 1.607166 0.979671 0.644526 0.362676 0.673091 -0.688047 0.659037 0.303745 -0.333431 -0.658890 0.674305 3.201843 1.352175 0.750860 0.455869 0.405556 0.792280 0.625571 -0.779197 0.038912 -0.633123 -0.477888 0.608915 
7.957977 7.502887 6.128044 -0.286127 0.360242 0.887895 0.820892 -0.385799 0.421064 -0.494233 -0.849344 0.185332 7.957977 7.502887 6.128044 -0.286127 0.360242 0.887895 0.820892 -0.385799 0.421064 -0.494233 -0.849344 0.185332 
6.403194 5.429094 4.146855 -0.631473 0.759431 0.156542 -0.607455 -0.609990 0.508833 0.481912 0.226222 0.846513 6.403194 5.429094 4.146855 -0.631473 0.759431 0.156542 -0.607455 -0.609990 0.508833 0.481912 0.226222 0.846513 
0.399386 0.090863 -0.034260 -0.743642 0.133411 0.655133 -0.002279 -0.980389 0.197060 0.668575 0.145049 0.729362 0.399386 0.090863 -0.034260 -0.743642 0.133411 0.655133 -0.002279 -0.980389 0.197060 0.668575 0.145049 0.729362 
1.217493 0.580241 0.430544 -0.089408 0.818802 0.567071 -0.579641 -0.505778 0.638910 0.809953 -0.271574 0.519831 1.309022 0.617236 0.446663 0.065793 0.818441 0.570812 -0.358270 -0.514530 0.779039 0.931297 -0.255760 0.259370 
0.059454 -0.058972 -0.273358 -0.548076 -0.805885 0.223970 -0.454929 0.511909 0.728690 0.701892 -0.297487 0.647185 0.002034 -0.047801 -0.242937 -0.747258 -0.578123 0.327688 -0.261054 0.708847 0.655276 0.611111 -0.404117 0.680613 
2.300680 1.256606 0.103435 0.537249 0.016759 0.843257 -0.115988 0.991771 0.054187 -0.835410 -0.126920 0.534772 1.924889 1.063619 -0.019493 0.521963 0.495105 0.694569 0.380837 -0.863898 0.329611 -0.763229 -0.092473 0.639477 
0.990299 0.268212 -0.158642 -0.037610 -0.763795 0.644363 -0.991053 0.111144 0.073899 0.128061 0.635818 0.761141 0.990299 0.268212 -0.158642 -0.037610 -0.763795 0.644363 -0.991053 0.111144 0.073899 0.128061 0.635818 0.761141 
0.890255 0.335784 -0.392206 0.571201 0.637692 0.516796 -0.820798 0.440306 0.363898 0.004507 -0.632044 0.774920 0.965025 0.355946 -0.377807 0.616866 0.623772 0.479984 -0.786581 0.467129 0.403833 0.027685 -0.626657 0.778803 
0.399386 0.090863 -0.034260 -0.743642 0.133411 0.655133 -0.002279 -0.980389 0.197060 0.668575 0.145049 0.729362 0.399386 0.090863 -0.034260 -0.743642 0.133411 0.655133 -0.002279 -0.980389 0.197060 0.668575 0.145049 0.729362 
0.937502 0.700359 -0.155431 -0.789817 0.612266 0.036331 0.366172 0.423180 0.828756 -0.492044 -0.667869 0.558430 0.937502 0.700359 -0.155431 -0.789817 0.612266 0.036331 0.366172 0.423180 0.828756 -0.492044 -0.667869 0.558430 
7.165022 6.078192 1.228987 -0.400137 -0.850899 0.340383 0.258578 0.251500 0.932676 -0.879220 0.461214 0.119389 7.165022 6.078192 1.228987 -0.400137 -0.850899 0.340383 0.258578 0.251500 0.932676 -0.879220 0.461214 0.119389 
0.354582 -0.006956 -0.269251 0.378202 0.925334 0.026853 -0.004867 -0.027019 0.999623 -0.925710 0.378190 0.005715 0.348887 0.012187 -0.282132 0.379046 0.918904 0.109267 -0.175344 -0.044618 0.983496 0.908613 -0.391950 0.144212 
3.892270 3.041936 2.324951 0.327635 -0.839394 0.433673 -0.939868 -0.242701 0.240302 0.096455 0.486326 0.868437 3.892270 3.041936 2.324951 0.327635 -0.839394 0.433673 -0.939868 -0.242701 0.240302 0.096455 0.486326 0.868437 
0.729974 0.628112 0.360086 -0.991668 0.054034 0.116936 0.099712 -0.252732 0.962384 0.081555 0.966026 0.245239 0.789220 0.514681 0.469545 -0.988800 0.031642 0.145854 0.131728 -0.274370 0.952559 0.070159 0.961103 0.267129 
0.296244 0.186003 -0.301477 -0.520369 -0.333463 0.786142 0.537831 0.587087 0.605034 0.663290 -0.737652 0.126155 0.296244 0.186003 -0.301477 -0.520369 -0.333463 0.786142 0.537831 0.587087 0.605034 0.663290 -0.737652 0.126155 
8.792981 6.686910 4.304084 -0.610373 0.527718 0.590728 -0.123706 -0.800116 0.586951 0.782395 0.285182 0.553651 7.025947 5.877972 3.954301 -0.403481 0.611235 0.680878 0.041812 -0.731044 0.681048 0.914032 0.303258 0.269406 
1.367375 0.910853 -0.017324 -0.092356 0.253982 0.962789 0.859180 -0.468385 0.205976 -0.503270 -0.846232 0.174958 1.281640 0.983899 -0.046508 0.034027 0.188006 0.981578 0.832082 -0.549368 0.076378 -0.553608 -0.814155 0.175130 
0.094135 -0.095866 -0.132230 0.336844 0.872769 0.353286 0.794362 -0.464861 0.391016 -0.505495 -0.148925 0.849880 0.099691 -0.061516 -0.085536 0.443472 0.819762 0.362384 0.662192 -0.572142 0.483896 -0.604015 -0.025374 0.796569 
0.348887 0.012187 -0.282132 0.379046 0.918904 0.109267 -0.175344 -0.044618 0.983496 0.908613 -0.391950 0.144212 0.354582 -0.006956 -0.269251 0.378202 0.925334 0.026853 -0.004867 -0.027019 0.999623 -0.925710 0.378190 0.005715 
0.122442 -0.065844 -0.331813 0.336376 0.869306 0.362159 -0.293740 -0.268530 0.917392 0.894745 -0.414970 0.165023 0.122442 -0.065844 -0.331813 0.336376 0.869306 0.362159 -0.293740 -0.268530 0.917392 0.894745 -0.414970 0.165023 
4.896222 1.672199 0.476139 -0.680149 -0.376118 0.629232 0.370525 0.564255 0.737786 0.632541 -0.734950 0.244416 4.326635 1.192935 -0.048810 -0.667938 -0.516234 0.536061 0.210517 0.559823 0.801424 0.713822 -0.648151 0.265251 
5.302285 3.795369 3.594878 0.627638 -0.515551 0.583333 0.218003 0.835712 0.504043 -0.747359 -0.189188 0.636917 5.302285 3.795369 3.594878 0.627638 -0.515551 0.583333 0.218003 0.835712 0.504043 -0.747359 -0.189188 0.636917 
2.180916 0.233203 -0.950289 -0.835353 -0.159076 0.526195 0.546633 -0.139169 0.825727 -0.058124 0.977408 0.203211 2.180916 0.233203 -0.950289 -0.835353 -0.159076 0.526195 0.546633 -0.139169 0.825727 -0.058124 0.977408 0.203211 
